ResponseId,ih_ranking_full_DO,statement_id,text,humility,uncertainty,respect,limitations,female,age,white,hispanic_ind,college,seven_point_party_num,im_views,gc_views,cc_views
R_2s5P88o7k0mpSfK,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|We should work towards preventing climate change. It is a real issue. We should examine it.|Those who deny the existence of anthropogenic climate change are ignorant and uninformed, and their arguments lack scientific validity. The overwhelming consensus among experts is that climate change is real, and the risks it poses to human health, food security, biodiversity, and global stability are severe. Those who argue against taking action on climate change are motivated by greed, political ideology, or a lack of concern for future generations. The U.S. has a moral obligation to lead the world in reducing greenhouse gas emissions and transitioning to a low-carbon economy, and any delay in taking action is both irresponsible and immoral.|research has clearly demonstrated that gun ownerships leads to more gun realted deaths. the government has to do more to protect its citizens. they need to put more restrictions on guns.",cc_IHy_112_0,"I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.",95,90,60,95,1,33,1,0,1,0,Neither agree nor disagree,Somewhat agree,Somewhat agree
R_2s5P88o7k0mpSfK,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|We should work towards preventing climate change. It is a real issue. We should examine it.|Those who deny the existence of anthropogenic climate change are ignorant and uninformed, and their arguments lack scientific validity. The overwhelming consensus among experts is that climate change is real, and the risks it poses to human health, food security, biodiversity, and global stability are severe. Those who argue against taking action on climate change are motivated by greed, political ideology, or a lack of concern for future generations. The U.S. has a moral obligation to lead the world in reducing greenhouse gas emissions and transitioning to a low-carbon economy, and any delay in taking action is both irresponsible and immoral.|research has clearly demonstrated that gun ownerships leads to more gun realted deaths. the government has to do more to protect its citizens. they need to put more restrictions on guns.",cc_IHn_200_0,"Those who deny the existence of anthropogenic climate change are ignorant and uninformed, and their arguments lack scientific validity. The overwhelming consensus among experts is that climate change is real, and the risks it poses to human health, food security, biodiversity, and global stability are severe. Those who argue against taking action on climate change are motivated by greed, political ideology, or a lack of concern for future generations. The U.S. has a moral obligation to lead the world in reducing greenhouse gas emissions and transitioning to a low-carbon economy, and any delay in taking action is both irresponsible and immoral.",10,0,0,5,1,33,1,0,1,0,Neither agree nor disagree,Somewhat agree,Somewhat agree
R_2s5P88o7k0mpSfK,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|We should work towards preventing climate change. It is a real issue. We should examine it.|Those who deny the existence of anthropogenic climate change are ignorant and uninformed, and their arguments lack scientific validity. The overwhelming consensus among experts is that climate change is real, and the risks it poses to human health, food security, biodiversity, and global stability are severe. Those who argue against taking action on climate change are motivated by greed, political ideology, or a lack of concern for future generations. The U.S. has a moral obligation to lead the world in reducing greenhouse gas emissions and transitioning to a low-carbon economy, and any delay in taking action is both irresponsible and immoral.|research has clearly demonstrated that gun ownerships leads to more gun realted deaths. the government has to do more to protect its citizens. they need to put more restrictions on guns.",cc_IHy_104_2,We should work towards preventing climate change. It is a real issue. We should examine it.,15,0,20,0,1,33,1,0,1,0,Neither agree nor disagree,Somewhat agree,Somewhat agree
R_2s5P88o7k0mpSfK,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|We should work towards preventing climate change. It is a real issue. We should examine it.|Those who deny the existence of anthropogenic climate change are ignorant and uninformed, and their arguments lack scientific validity. The overwhelming consensus among experts is that climate change is real, and the risks it poses to human health, food security, biodiversity, and global stability are severe. Those who argue against taking action on climate change are motivated by greed, political ideology, or a lack of concern for future generations. The U.S. has a moral obligation to lead the world in reducing greenhouse gas emissions and transitioning to a low-carbon economy, and any delay in taking action is both irresponsible and immoral.|research has clearly demonstrated that gun ownerships leads to more gun realted deaths. the government has to do more to protect its citizens. they need to put more restrictions on guns.",gc_IHy_25_1,research has clearly demonstrated that gun ownerships leads to more gun realted deaths. the government has to do more to protect its citizens. they need to put more restrictions on guns.,15,0,15,0,1,33,1,0,1,0,Neither agree nor disagree,Somewhat agree,Somewhat agree
R_W3DDJVhwoEUn5DP,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|The U.S. should do more to prevent climate change and extreme weather events immediately. It is a pressing issue that must be addressed. If we do not address it now, future generations will definitely suffer. There will be absolutely no going back.|The U.S. should do more to prevent climate change, tax incentives, and taxing large corporations is absolutely the answer.|Immigration is good. We are all immigrants and that us what built our country. Without immigration, this country would fall apart. I'm not an expert on this, but I think we need immigration to survive, which means it does more good than harm.",cc_IHn_180_0,We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.,0,0,0,0,1,73,1,0,1,2,Strongly agree,Strongly agree,Strongly agree
R_W3DDJVhwoEUn5DP,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|The U.S. should do more to prevent climate change and extreme weather events immediately. It is a pressing issue that must be addressed. If we do not address it now, future generations will definitely suffer. There will be absolutely no going back.|The U.S. should do more to prevent climate change, tax incentives, and taxing large corporations is absolutely the answer.|Immigration is good. We are all immigrants and that us what built our country. Without immigration, this country would fall apart. I'm not an expert on this, but I think we need immigration to survive, which means it does more good than harm.",cc_IHy_112_0,"I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.",80,100,100,80,1,73,1,0,1,2,Strongly agree,Strongly agree,Strongly agree
R_W3DDJVhwoEUn5DP,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|The U.S. should do more to prevent climate change and extreme weather events immediately. It is a pressing issue that must be addressed. If we do not address it now, future generations will definitely suffer. There will be absolutely no going back.|The U.S. should do more to prevent climate change, tax incentives, and taxing large corporations is absolutely the answer.|Immigration is good. We are all immigrants and that us what built our country. Without immigration, this country would fall apart. I'm not an expert on this, but I think we need immigration to survive, which means it does more good than harm.",cc_IHn_249_0,"The U.S. should do more to prevent climate change and extreme weather events immediately. It is a pressing issue that must be addressed. If we do not address it now, future generations will definitely suffer. There will be absolutely no going back.",0,0,20,0,1,73,1,0,1,2,Strongly agree,Strongly agree,Strongly agree
R_W3DDJVhwoEUn5DP,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|The U.S. should do more to prevent climate change and extreme weather events immediately. It is a pressing issue that must be addressed. If we do not address it now, future generations will definitely suffer. There will be absolutely no going back.|The U.S. should do more to prevent climate change, tax incentives, and taxing large corporations is absolutely the answer.|Immigration is good. We are all immigrants and that us what built our country. Without immigration, this country would fall apart. I'm not an expert on this, but I think we need immigration to survive, which means it does more good than harm.",cc_IHy_173_2,"The U.S. should do more to prevent climate change, tax incentives, and taxing large corporations is absolutely the answer.",0,0,0,0,1,73,1,0,1,2,Strongly agree,Strongly agree,Strongly agree
R_W3DDJVhwoEUn5DP,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|The U.S. should do more to prevent climate change and extreme weather events immediately. It is a pressing issue that must be addressed. If we do not address it now, future generations will definitely suffer. There will be absolutely no going back.|The U.S. should do more to prevent climate change, tax incentives, and taxing large corporations is absolutely the answer.|Immigration is good. We are all immigrants and that us what built our country. Without immigration, this country would fall apart. I'm not an expert on this, but I think we need immigration to survive, which means it does more good than harm.",im_IHn_21_1,"Immigration is good. We are all immigrants and that us what built our country. Without immigration, this country would fall apart. I'm not an expert on this, but I think we need immigration to survive, which means it does more good than harm.",100,100,100,80,1,73,1,0,1,2,Strongly agree,Strongly agree,Strongly agree
R_ZqI5E2UD5YEO8tH,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|It seems to me as if the world is getting worse each day and we should do something about it. The United States is said to be the richest and most powerful country in the world. I believe that it should use its resources to helping it. When the US does something, it seems the world takes notice. Thus we can be a driving force behind fighting climate change, I think.|In my opinion the only way the U.S. economy can continue to grow and thrive is through continual immigration. Without early immigrants, our country might never have become the economic powerhouse that it is. I think without recent immigration we would not have enough doctors, nurses, farm workers, IT workers, etc. to keep our economy functioning at an optimum level. We may need more immigrants if we are to continue to be the world's leading economy. I believe recent immigrants are doing the work that Americans no longer want to do or are willing to do, which is a reflection of how fully employed the country's workers have been of late.|The evidence shows that we have a serious problem with climate change. While views differ, we may need to act quickly based on the evidence. The U.S. really needs to do more than it has been doing. People are suffering, more disaster events have been upending lives, and doing more to prevent climate change helps alleviate some of that suffering in the future.",cc_IHn_180_0,We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.,NA,NA,NA,100,0,29,1,0,1,-2,Strongly agree,Strongly agree,Strongly agree
R_ZqI5E2UD5YEO8tH,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|It seems to me as if the world is getting worse each day and we should do something about it. The United States is said to be the richest and most powerful country in the world. I believe that it should use its resources to helping it. When the US does something, it seems the world takes notice. Thus we can be a driving force behind fighting climate change, I think.|In my opinion the only way the U.S. economy can continue to grow and thrive is through continual immigration. Without early immigrants, our country might never have become the economic powerhouse that it is. I think without recent immigration we would not have enough doctors, nurses, farm workers, IT workers, etc. to keep our economy functioning at an optimum level. We may need more immigrants if we are to continue to be the world's leading economy. I believe recent immigrants are doing the work that Americans no longer want to do or are willing to do, which is a reflection of how fully employed the country's workers have been of late.|The evidence shows that we have a serious problem with climate change. While views differ, we may need to act quickly based on the evidence. The U.S. really needs to do more than it has been doing. People are suffering, more disaster events have been upending lives, and doing more to prevent climate change helps alleviate some of that suffering in the future.",cc_IHy_112_0,"I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.",100,NA,NA,NA,0,29,1,0,1,-2,Strongly agree,Strongly agree,Strongly agree
R_ZqI5E2UD5YEO8tH,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|It seems to me as if the world is getting worse each day and we should do something about it. The United States is said to be the richest and most powerful country in the world. I believe that it should use its resources to helping it. When the US does something, it seems the world takes notice. Thus we can be a driving force behind fighting climate change, I think.|In my opinion the only way the U.S. economy can continue to grow and thrive is through continual immigration. Without early immigrants, our country might never have become the economic powerhouse that it is. I think without recent immigration we would not have enough doctors, nurses, farm workers, IT workers, etc. to keep our economy functioning at an optimum level. We may need more immigrants if we are to continue to be the world's leading economy. I believe recent immigrants are doing the work that Americans no longer want to do or are willing to do, which is a reflection of how fully employed the country's workers have been of late.|The evidence shows that we have a serious problem with climate change. While views differ, we may need to act quickly based on the evidence. The U.S. really needs to do more than it has been doing. People are suffering, more disaster events have been upending lives, and doing more to prevent climate change helps alleviate some of that suffering in the future.",cc_IHn_207_1,"It seems to me as if the world is getting worse each day and we should do something about it. The United States is said to be the richest and most powerful country in the world. I believe that it should use its resources to helping it. When the US does something, it seems the world takes notice. Thus we can be a driving force behind fighting climate change, I think.",NA,100,NA,NA,0,29,1,0,1,-2,Strongly agree,Strongly agree,Strongly agree
R_ZqI5E2UD5YEO8tH,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|It seems to me as if the world is getting worse each day and we should do something about it. The United States is said to be the richest and most powerful country in the world. I believe that it should use its resources to helping it. When the US does something, it seems the world takes notice. Thus we can be a driving force behind fighting climate change, I think.|In my opinion the only way the U.S. economy can continue to grow and thrive is through continual immigration. Without early immigrants, our country might never have become the economic powerhouse that it is. I think without recent immigration we would not have enough doctors, nurses, farm workers, IT workers, etc. to keep our economy functioning at an optimum level. We may need more immigrants if we are to continue to be the world's leading economy. I believe recent immigrants are doing the work that Americans no longer want to do or are willing to do, which is a reflection of how fully employed the country's workers have been of late.|The evidence shows that we have a serious problem with climate change. While views differ, we may need to act quickly based on the evidence. The U.S. really needs to do more than it has been doing. People are suffering, more disaster events have been upending lives, and doing more to prevent climate change helps alleviate some of that suffering in the future.",cc_IHy_23_1,"The evidence shows that we have a serious problem with climate change. While views differ, we may need to act quickly based on the evidence. The U.S. really needs to do more than it has been doing. People are suffering, more disaster events have been upending lives, and doing more to prevent climate change helps alleviate some of that suffering in the future.",100,NA,NA,NA,0,29,1,0,1,-2,Strongly agree,Strongly agree,Strongly agree
R_ZqI5E2UD5YEO8tH,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|It seems to me as if the world is getting worse each day and we should do something about it. The United States is said to be the richest and most powerful country in the world. I believe that it should use its resources to helping it. When the US does something, it seems the world takes notice. Thus we can be a driving force behind fighting climate change, I think.|In my opinion the only way the U.S. economy can continue to grow and thrive is through continual immigration. Without early immigrants, our country might never have become the economic powerhouse that it is. I think without recent immigration we would not have enough doctors, nurses, farm workers, IT workers, etc. to keep our economy functioning at an optimum level. We may need more immigrants if we are to continue to be the world's leading economy. I believe recent immigrants are doing the work that Americans no longer want to do or are willing to do, which is a reflection of how fully employed the country's workers have been of late.|The evidence shows that we have a serious problem with climate change. While views differ, we may need to act quickly based on the evidence. The U.S. really needs to do more than it has been doing. People are suffering, more disaster events have been upending lives, and doing more to prevent climate change helps alleviate some of that suffering in the future.",im_IHn_1_1,"In my opinion the only way the U.S. economy can continue to grow and thrive is through continual immigration. Without early immigrants, our country might never have become the economic powerhouse that it is. I think without recent immigration we would not have enough doctors, nurses, farm workers, IT workers, etc. to keep our economy functioning at an optimum level. We may need more immigrants if we are to continue to be the world's leading economy. I believe recent immigrants are doing the work that Americans no longer want to do or are willing to do, which is a reflection of how fully employed the country's workers have been of late.",NA,NA,NA,100,0,29,1,0,1,-2,Strongly agree,Strongly agree,Strongly agree
R_vV3p84FNgj0V5p7,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|It seems gun ownership laws in the U.S. should be made stricter. There are mass shootings and gun crimes in the news on a daily basis. I am not a gun control expert, but it seems something should be done.|Climate change is the biggest issues facing humanity at this time. We should consider the health of our community and how this will impact future generations over all other issues.|I think that guns are the reason for mass shootings. It kind of seems like only those who want to wreak havoc are buying guns. I'm no expert, but I think we should restrict the purchase of guns to law enforcement. I think that less gun ownership will lead to less mass shootings.",cc_IHn_180_0,We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.,0,0,0,0,1,41,1,0,1,-1,Strongly disagree,Strongly disagree,Strongly disagree
R_vV3p84FNgj0V5p7,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|It seems gun ownership laws in the U.S. should be made stricter. There are mass shootings and gun crimes in the news on a daily basis. I am not a gun control expert, but it seems something should be done.|Climate change is the biggest issues facing humanity at this time. We should consider the health of our community and how this will impact future generations over all other issues.|I think that guns are the reason for mass shootings. It kind of seems like only those who want to wreak havoc are buying guns. I'm no expert, but I think we should restrict the purchase of guns to law enforcement. I think that less gun ownership will lead to less mass shootings.",cc_IHy_112_0,"I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.",90,90,100,90,1,41,1,0,1,-1,Strongly disagree,Strongly disagree,Strongly disagree
R_vV3p84FNgj0V5p7,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|It seems gun ownership laws in the U.S. should be made stricter. There are mass shootings and gun crimes in the news on a daily basis. I am not a gun control expert, but it seems something should be done.|Climate change is the biggest issues facing humanity at this time. We should consider the health of our community and how this will impact future generations over all other issues.|I think that guns are the reason for mass shootings. It kind of seems like only those who want to wreak havoc are buying guns. I'm no expert, but I think we should restrict the purchase of guns to law enforcement. I think that less gun ownership will lead to less mass shootings.",cc_IHy_149_2,Climate change is the biggest issues facing humanity at this time. We should consider the health of our community and how this will impact future generations over all other issues.,0,0,0,0,1,41,1,0,1,-1,Strongly disagree,Strongly disagree,Strongly disagree
R_vV3p84FNgj0V5p7,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|It seems gun ownership laws in the U.S. should be made stricter. There are mass shootings and gun crimes in the news on a daily basis. I am not a gun control expert, but it seems something should be done.|Climate change is the biggest issues facing humanity at this time. We should consider the health of our community and how this will impact future generations over all other issues.|I think that guns are the reason for mass shootings. It kind of seems like only those who want to wreak havoc are buying guns. I'm no expert, but I think we should restrict the purchase of guns to law enforcement. I think that less gun ownership will lead to less mass shootings.",gc_IHn_84_1,"I think that guns are the reason for mass shootings. It kind of seems like only those who want to wreak havoc are buying guns. I'm no expert, but I think we should restrict the purchase of guns to law enforcement. I think that less gun ownership will lead to less mass shootings.",60,50,50,60,1,41,1,0,1,-1,Strongly disagree,Strongly disagree,Strongly disagree
R_vV3p84FNgj0V5p7,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|It seems gun ownership laws in the U.S. should be made stricter. There are mass shootings and gun crimes in the news on a daily basis. I am not a gun control expert, but it seems something should be done.|Climate change is the biggest issues facing humanity at this time. We should consider the health of our community and how this will impact future generations over all other issues.|I think that guns are the reason for mass shootings. It kind of seems like only those who want to wreak havoc are buying guns. I'm no expert, but I think we should restrict the purchase of guns to law enforcement. I think that less gun ownership will lead to less mass shootings.",gc_IHn_93_2,"It seems gun ownership laws in the U.S. should be made stricter. There are mass shootings and gun crimes in the news on a daily basis. I am not a gun control expert, but it seems something should be done.",70,80,50,80,1,41,1,0,1,-1,Strongly disagree,Strongly disagree,Strongly disagree
R_1CBI8MuqhjvvG3a,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|There is more severe weather year after year. The government should be involved in investigating climate change. It will help future generations in the end.|We need to do more to prevent climate change. it's obvious that the lack of care is causing extreme weather events. We need to take better care of the earth. I don't know why people aren't more proactive on this.|It is probable that the U.S. needs to take significant steps to prevent climate change and extreme weather events. Although there may be differing opinions on the best course of action, there is a scientific consensus on the role of human activities in causing these issues. It is possibly necessary to prioritize environmental sustainability over short-term economic growth and consider the moral obligation we have to future generations. While there may be concerns about the feasibility and cost of certain policies, failure to act now might result in catastrophic outcomes that will impact us all.",cc_IHn_180_0,We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.,0,0,0,0,1,25,1,0,1,1,Neither agree nor disagree,Strongly agree,Strongly agree
R_1CBI8MuqhjvvG3a,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|There is more severe weather year after year. The government should be involved in investigating climate change. It will help future generations in the end.|We need to do more to prevent climate change. it's obvious that the lack of care is causing extreme weather events. We need to take better care of the earth. I don't know why people aren't more proactive on this.|It is probable that the U.S. needs to take significant steps to prevent climate change and extreme weather events. Although there may be differing opinions on the best course of action, there is a scientific consensus on the role of human activities in causing these issues. It is possibly necessary to prioritize environmental sustainability over short-term economic growth and consider the moral obligation we have to future generations. While there may be concerns about the feasibility and cost of certain policies, failure to act now might result in catastrophic outcomes that will impact us all.",cc_IHy_112_0,"I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.",100,100,100,100,1,25,1,0,1,1,Neither agree nor disagree,Strongly agree,Strongly agree
R_1CBI8MuqhjvvG3a,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|There is more severe weather year after year. The government should be involved in investigating climate change. It will help future generations in the end.|We need to do more to prevent climate change. it's obvious that the lack of care is causing extreme weather events. We need to take better care of the earth. I don't know why people aren't more proactive on this.|It is probable that the U.S. needs to take significant steps to prevent climate change and extreme weather events. Although there may be differing opinions on the best course of action, there is a scientific consensus on the role of human activities in causing these issues. It is possibly necessary to prioritize environmental sustainability over short-term economic growth and consider the moral obligation we have to future generations. While there may be concerns about the feasibility and cost of certain policies, failure to act now might result in catastrophic outcomes that will impact us all.",cc_IHn_232_3,"It is probable that the U.S. needs to take significant steps to prevent climate change and extreme weather events. Although there may be differing opinions on the best course of action, there is a scientific consensus on the role of human activities in causing these issues. It is possibly necessary to prioritize environmental sustainability over short-term economic growth and consider the moral obligation we have to future generations. While there may be concerns about the feasibility and cost of certain policies, failure to act now might result in catastrophic outcomes that will impact us all.",100,100,100,100,1,25,1,0,1,1,Neither agree nor disagree,Strongly agree,Strongly agree
R_1CBI8MuqhjvvG3a,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|There is more severe weather year after year. The government should be involved in investigating climate change. It will help future generations in the end.|We need to do more to prevent climate change. it's obvious that the lack of care is causing extreme weather events. We need to take better care of the earth. I don't know why people aren't more proactive on this.|It is probable that the U.S. needs to take significant steps to prevent climate change and extreme weather events. Although there may be differing opinions on the best course of action, there is a scientific consensus on the role of human activities in causing these issues. It is possibly necessary to prioritize environmental sustainability over short-term economic growth and consider the moral obligation we have to future generations. While there may be concerns about the feasibility and cost of certain policies, failure to act now might result in catastrophic outcomes that will impact us all.",cc_IHn_247_0,We need to do more to prevent climate change. it's obvious that the lack of care is causing extreme weather events. We need to take better care of the earth. I don't know why people aren't more proactive on this.,0,100,100,100,1,25,1,0,1,1,Neither agree nor disagree,Strongly agree,Strongly agree
R_1CBI8MuqhjvvG3a,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|There is more severe weather year after year. The government should be involved in investigating climate change. It will help future generations in the end.|We need to do more to prevent climate change. it's obvious that the lack of care is causing extreme weather events. We need to take better care of the earth. I don't know why people aren't more proactive on this.|It is probable that the U.S. needs to take significant steps to prevent climate change and extreme weather events. Although there may be differing opinions on the best course of action, there is a scientific consensus on the role of human activities in causing these issues. It is possibly necessary to prioritize environmental sustainability over short-term economic growth and consider the moral obligation we have to future generations. While there may be concerns about the feasibility and cost of certain policies, failure to act now might result in catastrophic outcomes that will impact us all.",cc_IHy_230_4,There is more severe weather year after year. The government should be involved in investigating climate change. It will help future generations in the end.,0,0,100,100,1,25,1,0,1,1,Neither agree nor disagree,Strongly agree,Strongly agree
R_1F8nLXRMkPZ8FCH,"We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.|I don't know what the US is doing to prevent climate change, but I feel like we should be doing more. I'm no expert, but it seems like we're a big, rich country that can set an example for the world. Maybe we can make a big impact on climate change. Although I would like to hear what other people have to say.|I am not an expert, but I think we are not doing enough when it comes to climate change. I think we need immediate intervention if we are to save our planet. I don't think there is time for others to provide input, we should probably act immediately. I think not doing more about climate change could be foolish.|Guns are obviously a major problem in the US. I am no expert but I think laws should be stricter to prevent shootings. Stricter control means less violence. It necessary to make strict laws.|Something needs to be done about climate change. It's up to the U.S. government to take care of this. Extreme weather can be changed.",cc_IHn_180_0,We need to do more to protect our country from global warming. Anyone who does not agree is an idiot. The signs are obvious. We must act before it's too late.,0,0,0,0,1,62,1,0,1,-3,Strongly agree,Somewhat disagree,Strongly disagree
